Index,Id,Status,Sex,Age,Deme,fgene0,fgene1,fgene2,fgene3,fgene4,fgene5,fgene6,fgene7,fgene8,fgene9,mgene0,mgene1,mgene2,mgene3,mgene4,mgene5,mgene6,mgene7,mgene8,mgene9,phen0,phen1
9865,9865,1,0,0,1,0.0319631,-0.0802406,-0.059838,-0.0845101,-0.0817247,-0.100111,0.111767,0.132778,0.0256327,-0.00334809,-0.0735231,0.141371,-0.0411852,0.011398,0.252254,-0.0941921,-0.0495026,-0.155575,-0.164659,0.0988533,2.00798,0.905581
9866,9866,1,0,0,1,0.025873,-0.045762,0.019522,0.0525617,0.17136,-0.0165962,-0.021724,-0.174119,0.0517931,-0.169961,0.136847,0.0835473,0.0213965,-0.0632588,0.0198506,-0.0461805,0.0807432,-0.130063,0.00958529,0.091481,2.21097,0.849998
9867,9867,1,1,0,1,0.138284,-0.070261,-0.0526499,-0.108492,0.0135017,-0.0761477,-0.0495947,-0.116484,-0.0855653,-0.19461,0.0615675,-0.160544,0.0226342,0.0042963,0.0136137,0.0195021,-0.0411912,0.0338216,0.0693631,0.00611598,2.06902,0.804612
9868,9868,1,1,0,1,0.245767,-0.0502145,-0.0925432,-0.0904455,0.189262,0.0504075,0.056988,-0.0334787,-0.0130222,-0.0423998,-0.00679266,0.179953,-0.140707,0.129584,0.0206183,0.156896,0.0230189,0.0360763,0.110466,0.00253104,2.19224,0.840514
9869,9869,1,1,0,1,0.174845,0.238789,0.0748974,-0.0449377,0.0207167,0.0788833,-0.129219,-0.107272,-0.0134002,-0.0330798,-0.123451,-0.0570467,0.068458,-0.0979439,-0.0890132,0.00319161,-0.140651,-0.137344,0.170779,-0.0725534,2.08266,0.826684
9870,9870,1,1,0,1,0.0987125,-0.14511,0.0717677,-0.0472985,-0.0915681,-0.0290841,-0.128554,-0.0239851,-0.079232,0.0727689,-0.0430531,0.109692,0.0781399,0.0288271,0.277154,-0.0526468,-0.231823,-0.0677018,-0.0054109,-0.13088,2.16863,0.713
9871,9871,1,1,0,1,0.116616,-0.111313,0.21837,0.0989958,-0.107906,-0.0422798,-0.0736141,-0.0231001,0.134422,-0.23511,0.0798921,0.105176,-0.00462452,0.0655903,-0.147513,0.06359,0.0295799,0.0463155,-0.101002,-0.0672184,2.15664,0.874408
9872,9872,1,0,0,1,-0.208069,-0.0519077,0.0353575,-0.0986255,-0.0119014,0.0165317,0.0686095,0.164311,-0.00468645,-0.000930804,-0.103836,-0.0436669,0.156282,-0.106867,0.0620247,-0.0233633,-0.218305,-0.112707,-0.122901,0.0412342,2.18561,0.90837
9873,9873,1,1,0,1,0.041782,-0.0869579,0.029219,0.0508218,0.00533858,-0.00450344,0.0427611,0.0681365,-0.126601,0.0293685,-0.102198,0.0854566,-0.06423,0.0541176,0.255335,0.0529042,0.19685,-0.0701385,0.225658,-0.032343,2.13434,0.826094
9874,9874,1,1,0,1,-0.0745512,-0.0855337,0.00679261,-0.0180541,-0.0561903,0.0838617,-0.044489,0.0539655,-0.0103178,-0.0178333,-0.160039,0.0657201,0.0555857,0.0396981,-0.0963119,-0.0333413,0.0280991,-0.0106022,0.0362566,0.00676957,2.16144,0.954866
9875,9875,1,1,0,1,0.0286047,-0.166866,0.0467042,0.180748,0.135854,-0.138372,0.0251388,0.169817,0.0834961,-0.125561,-0.0813556,-0.205114,0.095862,-0.0366361,0.147352,0.0176458,0.0542601,0.0975289,-0.0322445,0.119601,2.07258,0.873144
9876,9876,1,0,0,1,-0.15873,0.0540958,0.0332494,0.0591346,-0.114565,0.0909651,0.0314632,0.0943238,-0.00828515,-0.0943077,-0.0618316,0.0603458,-0.114491,0.0571365,0.0303756,-0.127073,0.152096,0.0110482,-0.0730653,0.233897,2.07764,0.855961
9877,9877,1,0,0,1,0.0441833,-0.0863396,-0.00244091,-0.00247451,-0.0285146,-0.0339018,-0.0318587,-0.0544723,-0.0654106,-0.122799,0.127724,0.00816165,-0.0893463,0.0314432,0.0984619,0.106449,-0.0230602,-0.034039,-0.0418141,0.0631743,2.05043,0.887927
9878,9878,1,0,0,1,0.0967604,0.089214,0.00649529,0.156857,-0.0346267,0.003738,0.15681,0.0830481,0.0469571,-0.142661,-0.0590661,-0.0328605,-0.137288,-0.0346502,-0.0597897,-0.0400892,0.000391332,-0.00282777,0.0786429,0.011328,2.00448,0.906949
9879,9879,1,1,0,1,0.0574364,-0.188728,-0.142786,-0.0995823,-0.0606918,0.0599103,0.0274485,-0.0109999,0.093794,-0.0998941,0.130746,-0.0989663,0.0903622,0.0405516,-0.0261237,-0.0194247,0.0471985,0.0617362,0.11962,0.026838,2.14889,0.858032
9880,9880,1,1,0,1,-0.111507,0.105943,0.0303748,-0.0363972,0.10027,0.0541984,-0.109133,0.0163979,0.0424443,0.0449165,0.100294,-0.0888146,0.142786,-0.11567,-0.000150596,0.0090016,-0.0883867,-0.153067,0.00353125,-0.106497,2.06356,0.866497
9881,9881,1,0,0,1,0.172553,0.0813386,0.0543902,0.00724395,-0.0577482,-0.152925,-0.0976644,-0.0163552,0.0041019,-0.00249742,-0.0640995,-0.0229422,-0.0019301,-0.0205953,-0.0158121,-0.140402,-0.0190774,-0.0906964,0.100069,-0.245714,2.0662,0.718506
9882,9882,1,0,0,1,0.104177,-0.0233787,0.0670017,0.152963,0.0504227,0.133842,-0.125689,-0.0651553,0.187832,-0.0241994,-0.0104029,-0.0840582,-0.103511,0.135571,0.204153,-0.0193937,-0.0334801,0.200478,0.012942,-0.100597,2.24647,0.920085
9883,9883,1,1,0,1,-0.025374,-0.0988669,-0.102741,0.0434707,-0.093904,0.285921,0.161497,-0.0872929,-0.0179788,-0.00985788,-0.0443238,-0.0371325,0.0901359,0.0554248,-0.135988,0.000282789,-0.146319,-0.015696,-0.07061,-0.0807987,2.17465,0.975
9884,9884,1,1,0,1,0.0397606,-0.182098,-0.037543,0.0508103,0.00631739,0.0846692,-0.194482,-0.012993,0.179173,-0.0889273,-0.0180348,-0.0944905,-0.00142964,-0.0395468,-0.0657346,-0.0789982,-0.00727429,-0.00994662,-0.11191,-0.055758,2.17099,0.862238
9885,9885,1,0,0,1,0.0994169,-0.0388021,-0.0825778,-0.341238,0.1849,0.244377,0.00383401,0.0220654,0.0734133,-0.113247,-0.188421,-0.296807,-0.0605976,-0.0988967,-0.0885259,-0.0429848,0.0345348,0.00687686,0.103419,0.0649094,2.45577,0.819879
9886,9886,1,0,0,1,-0.147359,0.100925,0.0450064,0.171333,-0.0644575,-0.0315644,0.0568803,-0.000316901,-0.0328207,-0.0590249,-0.00976555,-0.0252175,-0.125714,-0.285529,0.127363,0.137804,-0.126854,0.0912392,-0.0280527,0.0903741,2.10671,0.952341
9887,9887,1,0,0,1,0.08446,0.188055,-0.0657958,-0.00110279,-0.0722931,0.0212261,-0.0720349,-0.00542226,0.13676,0.000112745,0.127683,-0.0595777,-0.0214851,0.0738743,0.0161963,-0.297037,-0.11983,0.0452863,0.0320004,0.117295,2.13501,0.931628
9888,9888,1,1,0,1,0.129863,-0.0527817,-0.052444,0.0670344,0.00135742,-0.0480772,0.325386,-0.107637,0.0453116,-0.1687,-0.137362,0.162261,-0.036725,-0.116589,0.0374696,0.0493321,-0.110431,-0.0100513,-0.119827,0.0470232,2.00104,0.952338
9889,9889,1,1,0,1,0.000409906,-0.124844,-0.144872,-0.018563,-0.053751,0.0293367,0.116452,-0.0830438,0.0140315,0.103886,0.127085,-0.141616,0.0871361,0.208178,-0.166176,-0.0128166,0.027094,-0.104091,0.0299834,0.106495,2.11351,0.892558
9890,9890,1,0,0,1,0.104656,0.0337076,-0.0453757,0.0473796,-0.0352038,-0.0874562,0.132022,0.265291,0.012063,-0.119569,0.0556902,0.190469,-0.0794817,-0.136257,-0.150468,-0.0519008,0.049258,0.0710124,0.0971184,-0.106201,2.00744,0.877377
9891,9891,1,0,0,1,0.0465417,-0.127774,0.0434386,-0.237942,-0.110163,-0.162808,-0.00937306,0.00780313,-0.0899287,0.00567266,0.00828113,0.173789,0.146849,-0.132874,0.00198992,0.24131,0.0127821,0.0821266,-0.191271,-0.00618249,2.09393,0.946547
9892,9892,1,0,0,1,0.232359,-0.0500817,0.155225,0.0216766,0.0533012,-0.0474546,0.120292,-0.023079,-0.121057,-0.147529,0.0737343,-0.129497,0.10037,0.0597551,0.0258402,-0.133858,0.00390588,-0.0868746,-0.0590856,-0.0316105,2.27134,0.768607
9893,9893,1,1,0,1,0.10162,0.0223592,0.00331393,-0.143221,-0.111236,0.0226688,0.124009,-0.0775576,-0.0493386,0.0407967,0.0288416,0.0859942,-0.00628329,0.0766863,-0.029741,0.0713634,-0.0862076,-0.207519,0.190253,0.136792,2.01417,0.920692
9894,9894,1,1,0,1,0.084383,-0.207136,0.133806,-0.114534,0.17802,0.11925,0.145351,0.204974,0.028346,0.125128,0.144062,0.104904,-0.25286,0.178799,0.0284389,0.0225906,-0.0685484,-0.00298364,-0.0468247,0.0663727,2.13894,0.743172
9895,9895,1,0,0,1,0.0547418,0.097658,-0.0134666,-0.133226,0.162659,-0.148705,-0.0250957,0.00880599,-0.0442378,0.00406619,0.0496893,0.112755,-0.114067,-0.111731,0.0736677,-0.055821,0.00857485,0.114038,-0.0513806,0.175309,2.08934,0.975
9896,9896,1,0,0,1,-0.215017,0.0944929,-0.168856,-0.163776,-0.0392227,0.177283,0.0366173,-0.0496005,-0.00534822,0.194275,0.0298847,-0.175676,0.23896,0.0404454,-0.0139321,0.0339167,0.00295199,-0.102381,-0.0994119,-0.0536881,2.18635,0.934908
9897,9897,1,1,0,1,0.0176555,-0.0241977,-0.112636,-0.0389734,0.059515,-0.0805197,0.111963,-0.0387695,-0.180028,-0.00527095,-0.0422223,0.0244637,0.0955611,0.0231336,0.0231048,-0.0623283,0.0226184,-0.119681,-0.237253,-0.0788376,2.0127,0.716016
9898,9898,1,1,0,1,0.107856,-0.140658,0.00331415,0.0716607,0.115014,0.0378363,-0.114114,-0.0108548,0.0713683,0.0578837,0.113978,0.0122924,0.0987662,-0.00233147,-0.00652607,-0.14647,0.048379,0.000246796,0.0196294,-0.16358,2.18668,0.904984
9899,9899,1,0,0,1,0.00756101,0.140107,0.037268,-0.151282,0.0520429,0.0457893,0.000203153,0.0685536,0.0320747,0.0446097,-0.082902,0.0442896,0.0124063,0.0088808,0.0225553,0.149121,-0.142003,0.029698,0.135869,0.226845,2.04546,0.744249
9900,9900,1,0,0,1,0.00609981,-0.0265195,-0.00550324,-0.0336231,0.149092,0.101506,0.0986281,-0.0159578,-0.056337,0.0881921,-0.138995,-0.0393817,-0.00364622,0.00732516,-0.116075,0.0450302,0.0162823,0.117123,-0.0957431,0.073232,2.10061,0.830292
9901,9901,1,1,0,1,0.0104505,0.0946155,0.0562678,0.1485,0.164704,-0.0141382,-0.0379356,0.00331157,-0.112064,0.142162,-0.0627805,0.0815885,0.0866389,-0.0252887,-0.0788261,-0.0539144,-0.0135883,0.201726,-0.158596,-0.0978272,2.23793,0.931991
9902,9902,1,0,0,1,0.171688,-0.0583045,0.128142,0.00719556,0.0109761,0.00248313,-0.0269804,-0.0521405,0.00877701,0.0380661,-0.0033088,0.0388127,0.0561312,-0.0143828,0.0816489,-0.0102027,0.0681866,0.132734,-0.0242057,-0.00129271,2.2093,0.934529
9903,9903,1,1,0,1,-0.161769,0.0893946,0.0824672,0.114627,-0.129948,-0.114212,0.0984014,0.0122854,-0.000979241,0.0419028,-0.157634,-0.06422,0.0194465,0.0127731,-0.0015863,-0.134452,-0.0726001,-0.024005,-0.0775246,-0.0793339,2.09822,0.83924
9904,9904,1,1,0,1,0.107687,-0.0124787,-0.0903585,-0.0203228,0.10177,-0.116159,0.084287,-0.0465885,-0.161156,0.0103749,-0.120282,0.0295757,-0.0913783,-0.0989028,-0.0180648,0.0559337,-0.0589097,-0.0106467,0.112271,-0.0311832,2.10638,0.922297
9905,9905,1,1,0,1,0.0573278,0.0195258,-0.0897384,0.00554923,-0.0186269,-0.111574,-0.0712134,0.0349626,-0.189789,0.176056,-0.0662143,-0.0099561,0.138413,0.0368558,0.105008,0.102483,0.00880661,-0.100544,0.126955,0.136727,2.08907,0.945128
9906,9906,1,1,0,1,-0.194661,-0.0521752,-0.200199,0.00811125,0.0508413,0.151138,0.0540789,-0.0406731,-0.0136957,0.062091,0.0755727,0.0591623,-0.0808537,-0.0352011,0.0212069,-0.0120426,-0.0385299,0.139947,0.102334,-0.041296,2.1741,0.833872
9907,9907,1,0,0,1,-0.0751388,0.0601269,0.191328,0.0193302,0.0823992,0.0028384,-0.117908,0.0253869,-0.00510674,-0.254829,0.159444,-0.0735566,0.0251624,-0.19964,-0.108615,0.0676265,0.045781,0.081154,0.028844,0.152186,2.04042,0.975
9908,9908,1,0,0,1,-0.182985,0.0346262,-0.00648721,-0.101766,0.0869763,-0.133314,0.231584,0.00286987,-0.0399589,0.0648775,0.135181,0.0583817,0.0694937,0.0349016,0.0604615,0.0904397,-0.114271,0.123541,0.0112692,-0.0634114,2.09439,0.916849
9909,9909,1,0,0,1,-0.0180924,-0.0416424,0.00828014,0.126391,-0.00150929,0.00374353,0.158864,0.0511302,0.0101646,-0.0520012,0.033047,0.0399564,-0.186319,0.0329831,0.0407815,-0.15645,-0.0222688,0.0270101,0.000541421,-0.0193487,2.01694,0.975
9910,9910,1,0,0,1,-0.0129952,0.00651689,-0.135446,-0.0834539,0.0609156,-0.0474874,-0.064051,0.0816015,0.0704547,0.0724532,0.0680579,-0.119764,-0.0308598,0.067026,-0.138395,0.145717,0.0261973,0.191396,-0.0157831,-0.00226831,2.1592,0.795237
9911,9911,1,1,0,1,0.00966392,-0.0789906,0.00708963,0.125009,-0.284424,-0.183335,0.163459,0.00923299,0.0985899,0.0352837,0.0407658,-0.106964,-0.0123823,0.00390777,-0.154168,-0.00779124,-0.00184224,-0.025099,0.0488725,-0.114,2.22525,0.975
9912,9912,1,1,0,1,-0.0639306,0.249806,-0.0299707,0.0904978,-0.0209187,-0.0353432,-0.155999,0.114525,0.0953036,0.0888366,0.03891,0.00287696,-0.0483506,-0.057114,-0.0194937,0.0301183,0.201271,-0.091726,-0.0790021,-0.120561,2.07116,0.975
9913,9913,1,1,0,1,-0.0356411,0.0539133,0.0173174,-0.0705108,0.00608442,0.00442925,0.0963746,0.0164722,-0.0385238,-0.161072,0.0579509,0.0857895,0.00538106,0.0317025,-0.0201448,-0.121981,-0.0502684,0.131476,-0.188843,0.0498381,2.06592,0.877175
9914,9914,1,1,0,1,-0.00812056,0.164371,-0.16032,-0.0627959,-0.0449044,0.105807,0.0517115,-0.0434469,-0.0573464,0.0953921,0.0333778,0.0186473,0.0929249,-0.0137922,-0.0187653,0.032265,-0.0394164,-0.0363956,-0.107461,-0.183038,2.00031,0.913051
9915,9915,1,1,0,1,0.0178956,0.0546713,0.305115,0.163946,-0.07984,-0.101641,0.0548889,-0.0660765,0.111428,0.0980899,0.159031,0.0735764,0.108381,0.0121155,-0.144328,0.0309238,0.11865,0.0228811,-0.146933,0.0771527,2.33528,0.905125
9916,9916,1,1,0,1,-0.0820166,-0.0416775,-0.161905,-0.0762234,-0.187268,0.00240542,-0.086783,-0.0203289,0.016627,-0.101896,-0.0424421,0.137232,-0.197288,0.150368,-0.0475236,0.0558694,-0.0507152,0.0383247,0.118186,0.123808,2.27437,0.953373
9917,9917,1,1,0,1,-0.142455,-0.0418729,0.0748399,-0.022657,-0.146642,0.223845,-0.139671,0.0344746,0.186048,0.0508931,-0.158912,-0.0579624,-0.0373072,0.048014,0.188394,0.11304,0.0861991,-0.0552305,-0.104451,-0.030956,2.14828,0.833522
9918,9918,1,1,0,1,-0.174165,-0.0283325,-0.235233,0.0664486,-0.0441486,-0.192496,0.0231192,0.0447039,-0.0892106,-0.10828,0.0334004,-0.058276,-0.0433172,0.0712592,-0.0601297,-0.00507281,-0.0198968,-0.0757785,0.252888,-0.105478,2.23625,0.871316
9919,9919,1,0,0,1,-0.0507791,-0.042771,-0.147292,-0.125544,0.20109,0.0679591,-0.046583,0.0548969,-0.0527306,-0.268005,-0.0466967,-0.00592235,-0.0335384,-0.0476684,0.0845758,0.205523,-0.0428489,0.0760606,-0.142211,-0.072923,2.10727,0.895448
9920,9920,1,1,0,1,0.094039,0.19649,-0.0995922,-0.181829,0.117687,-0.116352,0.121822,-0.0967462,0.0383218,0.113158,-0.0509082,-0.0737536,0.0718647,-0.0904367,-0.038743,0.0350868,-0.0875636,-0.0278043,0.0585314,-0.130953,2.02759,0.954804
9921,9921,1,1,0,1,-0.0643593,0.0175977,-0.0557365,-0.0985042,0.0867308,0.031448,-0.104998,0.0378416,0.0493625,0.0610433,-0.282674,-0.15844,0.00872655,0.0796384,0.0511895,-0.0125856,-0.0401712,0.0506406,-0.019988,-0.114462,2.20792,0.969539
9922,9922,1,0,0,1,-0.215127,-0.0695889,0.169667,0.0266044,-0.0698561,0.00718499,-0.0170985,-0.0267915,0.146493,0.120312,0.030274,0.077072,0.00416279,-0.265822,0.0154339,0.0192896,0.00632124,0.164741,-0.0184613,0.0206432,2.14859,0.809518
9923,9923,1,0,0,1,-0.0383186,0.181868,0.160726,-0.101011,0.0258092,0.0426698,-0.0135134,0.139365,-0.0914771,0.0389388,-0.102123,0.100035,-0.0268589,0.193628,-0.0627566,-0.00138029,-0.205938,-0.102956,-0.0722137,-0.0589409,2.1655,0.849827
9924,9924,1,0,0,1,-0.0995607,-0.104168,-0.128665,0.0676144,0.152418,0.0365111,-0.0124557,0.00735898,-0.108912,-0.123529,-0.0113958,-0.0218324,0.0785555,-0.0178274,0.0224258,-0.131755,-0.117123,-0.118202,-0.0853165,-0.0559161,2.03122,0.701405
9925,9925,1,1,0,1,-0.0692236,-0.11856,0.00858733,0.0513851,-0.0891536,-0.0601123,0.00382589,-0.00133768,0.0832324,-0.0537752,-0.0411904,-0.00949738,-0.131226,0.0614679,0.130453,0.0386883,-0.0644393,0.0915788,0.0404066,0.0307424,2.10348,0.947048
9926,9926,1,0,0,1,-0.0738449,0.148665,-0.0123861,0.0273548,-0.00205008,0.0243716,0.234433,0.0827528,-0.101603,0.0691827,0.173315,0.134958,0.144491,0.243126,0.00719653,0.0466933,-0.0929573,0.0933322,0.0605493,0.097935,2.39541,0.773102
9927,9927,1,0,0,1,-0.0459696,0.02019,-0.0525224,0.012657,0.00771931,-0.137516,-0.172757,-0.00645335,0.0409574,0.0453334,-0.0941247,-0.158846,0.0440378,-0.0489793,0.0789965,0.0232744,-0.0089259,-0.0502939,0.0744415,-0.0029008,2.11842,0.907175
9928,9928,1,1,0,1,-0.0984741,-0.0362692,-0.0933667,-0.0329737,-0.129206,-0.100082,0.093611,-0.110387,-0.0752227,-0.0380913,-0.154666,0.130346,-0.188056,0.204122,-0.249435,-0.0455473,-0.0420997,0.0465964,0.0984748,0.0486208,2.32399,0.939824
9929,9929,1,1,0,1,-0.0802077,-0.00443662,-0.114513,-0.0237223,0.0813366,0.0756858,0.0661933,0.0287982,-0.021172,-0.104081,0.0281061,-0.028805,-0.0983215,-0.0632743,0.118529,0.092601,-0.0871768,-0.00520054,0.113083,-0.0367934,2.09265,0.940852
9930,9930,1,1,0,1,-0.029875,-0.0444924,0.178122,0.0491758,0.00214235,0.112383,-0.0876669,-0.00412229,-0.080242,-0.0520915,-0.168997,0.169144,0.033044,0.159726,0.0703979,-0.0447659,-0.07018,-0.167958,-0.0875585,-0.107251,2.20919,0.744735
9931,9931,1,0,0,1,0.0652552,-0.162347,-0.0471544,0.0501551,0.137507,0.0493618,0.112872,-0.0937538,-0.0798588,0.0538197,-0.0197476,-0.0428207,0.0413076,0.113624,0.0900601,0.0975499,-0.00273996,0.112612,0.0507291,0.100337,2.11292,0.818351
9932,9932,1,1,0,1,-0.103306,0.042645,0.0725199,-0.0369844,0.179983,-0.0245312,-0.0271731,0.0433827,0.134247,0.0668627,-0.0583262,0.0922149,0.203158,0.112166,-0.0232367,0.128225,-0.00950937,0.00385141,0.112927,0.143632,2.24042,0.751295
9933,9933,1,1,0,1,0.0172482,0.129619,-0.04503,0.00992794,-0.00880731,-0.176665,-0.107787,-0.129585,-0.0898015,0.0412054,0.00646945,-0.0185742,-0.0479094,0.027436,-0.223397,-0.115645,0.0295648,-0.133568,0.141121,0.105505,2.07651,0.804264
9934,9934,1,1,0,1,-0.103476,0.0153006,0.0164779,0.177057,-0.0708547,0.0161085,-0.0958099,-0.04626,0.162605,-0.0249647,-0.0604307,0.0605677,0.117891,0.0258003,-0.0721553,0.152427,0.143582,0.0155491,-0.0792561,0.0494319,2.05309,0.863547
9935,9935,1,0,0,1,-0.0184331,-0.00184375,0.107785,0.173723,0.0503895,-0.0766027,0.160563,-0.131207,-0.0305597,0.0519242,-0.0403651,0.138582,-0.0451634,0.0977364,0.046104,0.0126617,-0.215103,0.0890412,-0.0438123,-0.0345016,2.25426,0.896911
9936,9936,1,1,0,1,-0.0776737,0.029368,0.0483119,0.0702991,-0.0312404,-0.0569377,-0.0115839,0.0867116,-0.061473,0.00392748,-0.0657378,-0.0897803,-0.0833833,-0.0630304,-0.167966,-0.0330958,-0.026818,-0.0544743,0.0203654,0.175315,2.21542,0.975
9937,9937,1,1,0,1,-0.16961,0.237004,-0.030087,-0.00814489,0.033837,-0.0183746,-0.109689,0.079889,-0.0588974,-0.0253208,-0.0198603,-0.0117261,0.00309467,0.0458889,0.0804676,0.0216824,-0.0492086,0.261611,-0.0252984,0.0180663,2.08043,0.953868
9938,9938,1,1,0,1,-0.102406,-0.119912,-0.0677946,-0.0420126,0.169148,-0.178139,0.0605129,-0.348902,0.0428429,0.102122,0.0546482,0.00603822,-0.0510791,0.0168804,-0.0436983,-0.0218889,0.0694371,0.0471804,0.115287,-0.0875064,2.09009,0.905266
9939,9939,1,1,0,1,0.283194,-0.0283474,-0.0507854,-0.0232999,0.0635606,-0.183115,-0.0298214,0.10592,0.17033,0.0567001,-0.0138824,0.189919,-0.0330727,0.169112,0.0107424,0.113191,0.00949864,-0.0199792,0.0198576,-0.0576218,2.28357,0.911668
9940,9940,1,1,0,1,0.1133,0.0656989,-0.0618568,-0.0264094,-0.0608843,0.0197066,-0.0410737,-0.0665764,-0.0215052,0.0559227,-0.10742,0.0565231,-0.0702277,-0.12024,0.0475939,0.0666722,0.0521697,0.171102,-0.0836931,0.0403107,2.08196,0.907994
9941,9941,1,1,0,1,0.116756,-0.0677694,-0.00880436,-0.0798913,-0.134538,-0.194249,-0.3357,-0.143335,-0.0910158,0.207459,0.0691159,-0.0170538,0.0644592,0.063952,-0.00614196,-0.12598,0.00426506,0.0151253,-0.0555364,0.148163,2.00004,0.751712
9942,9942,1,1,0,1,0.0962689,-0.171223,0.0670534,0.0157008,-0.00932615,-0.18714,-0.117132,-0.134863,-0.0206447,-0.0618044,0.150647,-0.0415588,0.00154952,0.0670903,-0.12932,0.00742113,0.0961682,0.101082,-0.145295,0.0228121,2.02344,0.802761
9943,9943,1,1,0,1,-0.046689,-0.0545816,-0.125654,-0.0872656,0.103411,0.0163739,-0.0504763,-0.0661018,0.143192,-0.00934081,-0.114225,0.067245,0.101815,-0.105002,-0.00397202,-0.00586441,-0.0581389,-0.082907,-0.0811226,-0.0465195,2.13246,0.886519
9944,9944,1,0,0,1,0.0377329,0.0626983,-0.0625052,-0.030882,0.115523,-0.0289568,0.0921187,0.174568,-0.0137488,0.0411138,-0.008675,-0.0471266,0.0191185,-0.19963,0.0529494,0.0294517,0.027119,-0.092966,0.0440136,0.00791135,2.0304,0.869087
9945,9945,1,1,0,1,-0.10167,-0.134143,-0.13309,-0.0590026,-0.0430411,0.161546,0.00438088,-0.0515893,0.101761,0.201363,0.068926,0.00211626,0.0365398,0.0519162,0.0700976,-0.00183193,0.087298,0.0532237,0.0623502,0.157814,2.12068,0.678306
9946,9946,1,1,0,1,0.151011,0.0956655,-0.0220968,0.0393486,0.00251795,0.00554693,0.0874835,-0.11676,0.0226667,0.0751484,0.0456555,0.0701311,0.22537,0.131564,0.0246929,0.0287054,-0.138896,-0.140571,-0.0996136,-0.0818806,2.38193,0.836034
9947,9947,1,0,0,1,0.0911814,0.138894,-0.0573687,-0.113645,0.0830724,-0.132909,0.133481,0.0718211,-0.0410591,0.0387543,-0.213153,-0.160323,0.0420637,0.00947766,-0.137323,-0.0135535,0.0940925,-0.121952,-0.0540487,-0.0246735,2.15856,0.975
9948,9948,1,0,0,1,0.0910403,0.103897,0.179924,-0.129774,-0.0177513,0.249103,0.0528554,-0.014057,0.056909,0.219574,0.177919,0.0971276,0.0885063,-0.0214302,-0.15093,-0.0116998,-0.0921941,0.0919224,-0.0219718,-0.109576,2.20926,0.810234
9949,9949,1,1,0,1,0.177741,0.065981,-0.0236732,0.095012,0.0278674,0.109049,-0.0596634,-0.0678372,0.0728322,0.0800555,-0.141986,0.13284,-0.0292759,-0.0827646,-0.0914915,-0.0532918,0.0623602,-0.0819163,-0.0397,0.176225,2.06513,0.905691
9950,9950,1,0,0,1,-0.0356132,0.0704429,0.133036,0.0644881,-0.109301,0.0213306,0.0180181,-0.000117896,0.0925739,0.132302,0.0786475,0.0421221,-0.02727,-0.0260862,0.00391388,0.0565261,-0.172658,0.0727462,0.0196366,0.188396,2.09719,0.807044
9951,9951,1,1,0,1,0.0918483,0.0871887,0.0940507,0.00624617,0.0534501,-0.000354383,0.0791702,-0.0129389,0.128611,-0.039112,0.175883,-0.0330034,0.0493656,-0.0111593,0.011614,0.117924,0.079124,-0.0775919,0.215997,0.0829405,2.26274,0.750599
9952,9952,1,1,0,1,0.0667202,-0.0847076,-0.092594,0.055648,-0.202056,0.164394,0.185013,0.112621,-0.130456,-0.0798346,-0.0338074,-0.25319,-0.106594,0.00716902,0.00702289,0.108449,0.163311,-0.150993,0.0728621,0.00962217,2.31819,0.796527
9953,9953,1,0,0,1,-0.00266108,-0.00976505,-0.190872,-0.145413,0.167243,0.201947,-0.0711627,0.0317567,0.0166606,-0.0895454,0.0926338,-0.0779818,-0.059026,-0.0813952,-0.347234,0.0545931,0.000821165,0.166513,0.036228,0.00957668,2.32724,0.836362
9954,9954,1,0,0,1,0.147449,-0.0437914,-0.130839,0.0812114,-0.104374,-0.0196292,0.128621,-0.00315822,-0.0765924,0.109924,0.0780108,0.00812727,-0.0221028,0.133819,0.0454973,-0.0061762,-0.00263707,0.110756,0.0645423,0.122705,2.0965,0.807205
9955,9955,1,0,0,1,0.00142986,-0.0532279,0.0874322,-0.127162,0.079749,0.00338444,0.15986,-0.247102,-0.021273,0.0232313,0.103549,0.0227995,0.0873846,-0.0733144,0.0949545,0.0773307,-0.0352783,0.0374054,0.00428115,-0.0491522,2.1118,0.975
9956,9956,1,0,0,1,0.0166572,-0.0511083,-0.0032501,0.0259359,0.055374,0.109748,-0.19755,0.232197,0.187302,-0.0978283,-0.12338,0.0629085,0.0489268,0.0080464,-0.11699,-0.0196187,-0.148547,-0.195432,0.194011,-0.0684049,2.03844,0.975
9957,9957,1,0,0,1,0.0151798,0.0654867,-0.0932777,0.0935751,0.0857035,-0.04247,0.148835,-0.0453586,0.127426,0.170662,0.0132965,-0.070277,0.0362174,-0.247234,0.107629,0.0381854,-0.247418,0.107864,0.0364387,0.0480316,2.00315,0.842739
9958,9958,1,0,0,1,-0.0869941,0.0801064,-0.0255012,0.147769,0.102687,-0.0309325,-0.148778,-0.00103447,0.0721465,0.0284026,-0.0485157,-0.130236,0.0879576,0.0493014,-0.0186689,0.146662,0.0363411,-0.0650169,0.0864153,-0.19547,2.07895,0.964996
9959,9959,1,1,0,1,0.0542773,0.00611934,-0.10043,0.158884,-0.130216,0.0843519,-0.034558,-0.122788,-0.0966762,-0.0117689,-0.124567,-0.0823754,0.105018,0.113724,-0.00119836,0.0298689,-0.084769,0.0373875,-0.12731,0.124624,2.00038,0.904097
